Contract,tenure,InternetService,OnlineSecurity,TechSupport,MonthlyCharges,PaymentMethod,PaperlessBilling,Churn
One year,61,DSL,No,No,65.2,Electronic check,Yes,No
Month-to-month,24,Fiber optic,No,No,102.95,Credit card (automatic),Yes,Yes
Month-to-month,1,Fiber optic,No,No,90.6,Electronic check,No,Yes
Month-to-month,6,DSL,No,Yes,50.8,Bank transfer (automatic),Yes,Yes
Month-to-month,4,Fiber optic,No,No,90.05,Electronic check,Yes,Yes
Two year,72,Fiber optic,No,Yes,108.2,Electronic check,Yes,No
Two year,72,DSL,Yes,Yes,92.0,Bank transfer (automatic),No,No
Month-to-month,14,Fiber optic,No,No,75.1,Electronic check,Yes,No
Month-to-month,7,No,No internet service,No internet service,25.05,Bank transfer (automatic),Yes,No
One year,48,Fiber optic,No,No,75.15,Electronic check,No,No
One year,55,No,No internet service,No internet service,19.5,Mailed check,No,No
Month-to-month,1,No,No internet service,No internet service,19.3,Credit card (automatic),No,No
One year,45,Fiber optic,Yes,Yes,112.2,Credit card (automatic),No,No
Month-to-month,3,Fiber optic,No,No,70.3,Mailed check,Yes,No
Two year,71,No,No internet service,No internet service,19.6,Mailed check,No,No
Month-to-month,8,No,No internet service,No internet service,20.25,Mailed check,No,No
Month-to-month,3,Fiber optic,No,No,75.85,Electronic check,Yes,Yes
Two year,69,DSL,Yes,Yes,80.65,Bank transfer (automatic),No,No
Month-to-month,1,Fiber optic,No,No,68.5,Electronic check,Yes,Yes
Two year,72,Fiber optic,Yes,Yes,115.75,Credit card (automatic),Yes,No
Month-to-month,11,Fiber optic,Yes,No,73.5,Electronic check,Yes,Yes
Two year,71,DSL,Yes,Yes,80.6,Bank transfer (automatic),No,No
Month-to-month,1,Fiber optic,No,No,69.95,Mailed check,Yes,Yes
Two year,33,DSL,Yes,Yes,59.55,Bank transfer (automatic),No,No
One year,16,No,No internet service,No internet service,19.05,Mailed check,No,No
One year,56,Fiber optic,Yes,Yes,95.65,Electronic check,No,No
Month-to-month,1,No,No internet service,No internet service,19.95,Credit card (automatic),No,No
Month-to-month,5,DSL,No,No,70.05,Electronic check,Yes,Yes
One year,57,No,No internet service,No internet service,19.4,Mailed check,No,No
One year,56,DSL,No,No,36.1,Credit card (automatic),Yes,No
Month-to-month,8,Fiber optic,No,No,94.0,Electronic check,Yes,Yes
Month-to-month,22,DSL,Yes,No,61.15,Mailed check,No,Yes
Month-to-month,1,No,No internet service,No internet service,19.75,Mailed check,No,No
Month-to-month,40,DSL,Yes,Yes,64.1,Credit card (automatic),Yes,No
Two year,46,No,No internet service,No internet service,19.75,Credit card (automatic),No,No
Two year,63,No,No internet service,No internet service,19.7,Mailed check,No,No
Two year,68,Fiber optic,Yes,No,110.2,Electronic check,Yes,No
Two year,69,Fiber optic,Yes,Yes,106.35,Credit card (automatic),Yes,No
Month-to-month,56,Fiber optic,No,Yes,90.55,Electronic check,No,No
One year,10,DSL,No,No,65.9,Mailed check,Yes,No
One year,63,Fiber optic,Yes,Yes,104.5,Credit card (automatic),No,No
Two year,24,DSL,Yes,Yes,52.5,Mailed check,Yes,No
Month-to-month,19,DSL,No,No,56.1,Mailed check,Yes,No
Month-to-month,22,Fiber optic,No,No,88.75,Electronic check,Yes,No
Month-to-month,29,Fiber optic,Yes,No,84.45,Electronic check,Yes,Yes
One year,13,DSL,No,No,75.3,Mailed check,Yes,Yes
Two year,70,No,No internet service,No internet service,26.0,Bank transfer (automatic),Yes,No
Month-to-month,49,Fiber optic,No,No,99.4,Electronic check,No,No
One year,43,Fiber optic,Yes,Yes,109.55,Mailed check,Yes,Yes
Month-to-month,3,No,No internet service,No internet service,19.6,Mailed check,Yes,Yes
One year,42,DSL,No,Yes,73.15,Electronic check,No,No
One year,57,DSL,No,Yes,54.65,Mailed check,Yes,No
Month-to-month,2,DSL,Yes,No,66.4,Bank transfer (automatic),No,Yes
Two year,72,Fiber optic,Yes,Yes,115.55,Credit card (automatic),Yes,No
Month-to-month,46,Fiber optic,No,No,104.45,Electronic check,Yes,No
Month-to-month,66,Fiber optic,No,Yes,100.05,Credit card (automatic),Yes,Yes
One year,62,Fiber optic,Yes,Yes,102.0,Electronic check,No,Yes
Two year,72,DSL,Yes,Yes,91.15,Bank transfer (automatic),Yes,No
One year,35,Fiber optic,No,Yes,89.7,Electronic check,Yes,No
Month-to-month,17,Fiber optic,Yes,No,90.2,Credit card (automatic),No,Yes
Two year,72,DSL,Yes,Yes,92.4,Electronic check,Yes,No
One year,28,No,No internet service,No internet service,19.9,Mailed check,No,No
Two year,56,No,No internet service,No internet service,25.15,Credit card (automatic),Yes,Yes
Month-to-month,31,Fiber optic,No,Yes,79.85,Credit card (automatic),Yes,Yes
One year,45,No,No internet service,No internet service,18.85,Bank transfer (automatic),No,No
Month-to-month,1,No,No internet service,No internet service,25.75,Mailed check,Yes,No
Month-to-month,2,DSL,No,No,49.6,Mailed check,Yes,Yes
Month-to-month,6,No,No internet service,No internet service,20.95,Mailed check,Yes,No
One year,48,Fiber optic,No,No,97.05,Electronic check,Yes,No
Month-to-month,25,No,No internet service,No internet service,25.4,Bank transfer (automatic),Yes,No
Two year,64,No,No internet service,No internet service,19.7,Bank transfer (automatic),Yes,No
Month-to-month,50,DSL,Yes,No,35.0,Mailed check,Yes,No
One year,52,Fiber optic,No,No,101.25,Bank transfer (automatic),No,No
Month-to-month,4,Fiber optic,No,No,70.2,Electronic check,Yes,No
Month-to-month,32,Fiber optic,No,No,90.95,Electronic check,No,No
Two year,45,DSL,Yes,Yes,73.85,Credit card (automatic),No,No
Month-to-month,9,Fiber optic,Yes,No,88.05,Electronic check,Yes,No
One year,66,Fiber optic,No,Yes,105.95,Credit card (automatic),Yes,Yes
Month-to-month,3,Fiber optic,No,No,91.85,Electronic check,No,Yes
Two year,54,No,No internet service,No internet service,20.1,Mailed check,No,No
Month-to-month,1,DSL,No,Yes,40.1,Electronic check,No,Yes
Two year,64,Fiber optic,Yes,Yes,110.3,Bank transfer (automatic),No,No
Month-to-month,31,Fiber optic,No,No,73.9,Electronic check,Yes,Yes
Month-to-month,14,Fiber optic,No,No,89.8,Mailed check,Yes,Yes
One year,12,Fiber optic,Yes,No,85.15,Credit card (automatic),Yes,No
One year,67,DSL,Yes,Yes,60.95,Bank transfer (automatic),Yes,No
Month-to-month,35,DSL,Yes,Yes,72.25,Electronic check,No,Yes
Two year,45,DSL,Yes,Yes,73.55,Mailed check,No,No
Month-to-month,10,DSL,No,No,46.0,Mailed check,No,No
Month-to-month,29,DSL,Yes,No,58.55,Bank transfer (automatic),Yes,No
One year,24,No,No internet service,No internet service,24.6,Bank transfer (automatic),No,No
Two year,66,No,No internet service,No internet service,19.75,Mailed check,Yes,No
One year,51,Fiber optic,Yes,No,86.35,Mailed check,No,No
Two year,45,No,No internet service,No internet service,25.5,Mailed check,No,No
One year,49,No,No internet service,No internet service,19.0,Credit card (automatic),No,No
Two year,29,No,No internet service,No internet service,19.55,Mailed check,Yes,No
Month-to-month,40,Fiber optic,Yes,Yes,110.1,Credit card (automatic),Yes,No
Month-to-month,37,Fiber optic,No,No,96.55,Electronic check,Yes,Yes
Month-to-month,25,Fiber optic,No,No,69.75,Electronic check,No,No
Month-to-month,22,DSL,No,No,50.6,Electronic check,Yes,No
Two year,72,DSL,Yes,Yes,65.6,Bank transfer (automatic),Yes,No
Month-to-month,7,DSL,No,No,40.1,Credit card (automatic),Yes,Yes
Two year,33,DSL,No,Yes,82.1,Credit card (automatic),No,No
Month-to-month,23,Fiber optic,No,Yes,79.1,Mailed check,Yes,No
Month-to-month,24,Fiber optic,No,No,101.25,Electronic check,Yes,Yes
Month-to-month,1,Fiber optic,No,No,79.55,Electronic check,No,Yes
Two year,69,DSL,Yes,Yes,90.65,Mailed check,No,No
One year,3,No,No internet service,No internet service,20.55,Credit card (automatic),Yes,No
One year,56,DSL,No,Yes,75.75,Bank transfer (automatic),Yes,No
One year,65,Fiber optic,Yes,Yes,110.0,Credit card (automatic),Yes,No
One year,71,No,No internet service,No internet service,20.85,Electronic check,No,No
Month-to-month,14,Fiber optic,No,No,80.35,Bank transfer (automatic),Yes,No
Month-to-month,2,Fiber optic,No,No,70.15,Electronic check,Yes,No
One year,32,Fiber optic,No,No,84.05,Electronic check,No,Yes
Month-to-month,40,DSL,Yes,No,67.45,Electronic check,No,No
Month-to-month,1,No,No internet service,No internet service,20.75,Credit card (automatic),No,No
Month-to-month,1,Fiber optic,No,No,89.1,Electronic check,Yes,Yes
Month-to-month,7,Fiber optic,No,No,69.9,Mailed check,Yes,No
Month-to-month,15,DSL,No,No,51.1,Electronic check,Yes,No
Month-to-month,17,Fiber optic,Yes,No,94.4,Electronic check,No,Yes
Month-to-month,19,Fiber optic,No,No,78.25,Electronic check,Yes,Yes
Two year,71,No,No internet service,No internet service,25.55,Bank transfer (automatic),No,No
Two year,54,DSL,Yes,Yes,60.0,Bank transfer (automatic),No,No
Month-to-month,31,Fiber optic,Yes,Yes,90.55,Credit card (automatic),Yes,No
Month-to-month,11,Fiber optic,Yes,No,76.4,Electronic check,No,No
Month-to-month,18,Fiber optic,No,No,84.95,Electronic check,Yes,No
Two year,72,Fiber optic,Yes,Yes,110.1,Bank transfer (automatic),Yes,No
Month-to-month,71,Fiber optic,No,No,99.65,Credit card (automatic),Yes,No
Month-to-month,5,DSL,No,Yes,45.4,Credit card (automatic),No,No
One year,38,DSL,No,Yes,69.0,Credit card (automatic),No,No
Month-to-month,5,DSL,No,Yes,48.65,Bank transfer (automatic),Yes,No
Month-to-month,2,DSL,No,No,44.15,Electronic check,Yes,Yes
Two year,52,DSL,Yes,No,59.85,Bank transfer (automatic),No,No
Month-to-month,8,Fiber optic,No,No,75.75,Electronic check,Yes,Yes
Two year,68,DSL,No,No,80.65,Electronic check,Yes,No
One year,69,No,No internet service,No internet service,20.55,Credit card (automatic),Yes,No
Month-to-month,42,DSL,Yes,Yes,66.4,Credit card (automatic),Yes,No
Two year,50,Fiber optic,No,Yes,100.2,Mailed check,Yes,No
Month-to-month,1,No,No internet service,No internet service,19.1,Mailed check,Yes,Yes
Month-to-month,1,Fiber optic,Yes,No,80.3,Electronic check,Yes,Yes
Month-to-month,33,DSL,No,No,44.55,Credit card (automatic),Yes,No
Month-to-month,7,No,No internet service,No internet service,20.35,Mailed check,No,No
Month-to-month,64,Fiber optic,Yes,No,91.8,Electronic check,Yes,No
Month-to-month,1,Fiber optic,No,No,74.9,Electronic check,Yes,Yes
Two year,59,No,No internet service,No internet service,20.2,Bank transfer (automatic),Yes,No
Month-to-month,6,DSL,No,No,50.35,Electronic check,No,No
Month-to-month,3,No,No internet service,No internet service,18.8,Mailed check,No,No
Month-to-month,15,No,No internet service,No internet service,20.45,Credit card (automatic),No,No
One year,13,DSL,No,No,64.75,Electronic check,Yes,No
Month-to-month,23,Fiber optic,No,No,98.7,Credit card (automatic),Yes,No
Month-to-month,31,Fiber optic,Yes,No,89.45,Electronic check,No,No
One year,29,DSL,Yes,Yes,58.75,Electronic check,Yes,No
One year,49,No,No internet service,No internet service,20.7,Credit card (automatic),No,No
Month-to-month,56,Fiber optic,No,No,85.6,Bank transfer (automatic),Yes,No
Two year,63,DSL,Yes,Yes,80.3,Credit card (automatic),Yes,No
Two year,63,DSL,No,Yes,79.8,Credit card (automatic),No,No
Month-to-month,24,Fiber optic,Yes,No,79.85,Electronic check,Yes,No
One year,36,DSL,No,Yes,54.1,Credit card (automatic),No,No
Month-to-month,9,Fiber optic,No,No,80.85,Electronic check,Yes,Yes
Month-to-month,3,DSL,No,No,24.75,Electronic check,No,Yes
One year,21,DSL,Yes,Yes,80.9,Mailed check,No,No
One year,13,No,No internet service,No internet service,24.5,Bank transfer (automatic),No,No
Month-to-month,1,No,No internet service,No internet service,20.15,Bank transfer (automatic),Yes,No
One year,25,No,No internet service,No internet service,20.05,Mailed check,No,No
Two year,71,No,No internet service,No internet service,19.6,Bank transfer (automatic),Yes,No
One year,66,Fiber optic,Yes,Yes,114.3,Bank transfer (automatic),Yes,No
One year,45,Fiber optic,Yes,No,100.3,Electronic check,Yes,No
Month-to-month,22,Fiber optic,No,No,80.0,Credit card (automatic),Yes,No
One year,67,No,No internet service,No internet service,20.85,Bank transfer (automatic),Yes,No
Two year,68,Fiber optic,No,No,89.95,Bank transfer (automatic),Yes,No
Month-to-month,49,Fiber optic,No,No,90.85,Credit card (automatic),Yes,Yes
Month-to-month,4,DSL,No,No,48.75,Mailed check,No,No
One year,63,DSL,Yes,Yes,80.0,Credit card (automatic),No,No
Month-to-month,2,Fiber optic,No,No,79.7,Bank transfer (automatic),No,Yes
One year,21,No,No internet service,No internet service,20.35,Mailed check,Yes,No
Two year,55,DSL,Yes,Yes,57.55,Bank transfer (automatic),No,Yes
Month-to-month,1,No,No internet service,No internet service,20.25,Mailed check,Yes,No
Two year,17,No,No internet service,No internet service,19.4,Mailed check,No,No
Month-to-month,30,Fiber optic,Yes,No,100.4,Bank transfer (automatic),Yes,No
Month-to-month,22,DSL,Yes,Yes,57.95,Mailed check,Yes,No
Month-to-month,9,DSL,No,Yes,59.5,Bank transfer (automatic),Yes,No
Month-to-month,1,No,No internet service,No internet service,19.2,Mailed check,No,No
Month-to-month,21,Fiber optic,No,No,86.5,Electronic check,Yes,Yes
Month-to-month,19,DSL,No,Yes,59.55,Electronic check,No,No
Month-to-month,69,Fiber optic,No,No,103.95,Electronic check,Yes,Yes
Month-to-month,1,DSL,No,No,25.1,Electronic check,Yes,Yes
Two year,72,Fiber optic,Yes,Yes,103.95,Bank transfer (automatic),Yes,No
Two year,70,DSL,Yes,No,68.95,Credit card (automatic),No,No
Month-to-month,66,Fiber optic,Yes,Yes,103.1,Bank transfer (automatic),Yes,No
Month-to-month,7,DSL,No,No,24.7,Electronic check,Yes,No
Month-to-month,46,Fiber optic,Yes,Yes,110.2,Electronic check,Yes,No
Month-to-month,39,DSL,Yes,Yes,48.95,Credit card (automatic),Yes,Yes
Month-to-month,32,DSL,No,No,62.45,Bank transfer (automatic),No,No
Month-to-month,24,Fiber optic,No,No,89.55,Electronic check,Yes,No
Month-to-month,6,Fiber optic,No,No,83.55,Credit card (automatic),Yes,Yes
Month-to-month,37,DSL,Yes,Yes,78.9,Credit card (automatic),Yes,No
Month-to-month,8,No,No internet service,No internet service,20.35,Mailed check,No,No
Two year,72,DSL,Yes,No,71.45,Bank transfer (automatic),Yes,No
Two year,71,DSL,Yes,Yes,46.35,Credit card (automatic),No,No
Month-to-month,16,Fiber optic,No,No,94.65,Bank transfer (automatic),Yes,No
Month-to-month,57,DSL,Yes,Yes,49.9,Bank transfer (automatic),Yes,No
One year,66,No,No internet service,No internet service,25.45,Bank transfer (automatic),No,No
Month-to-month,17,Fiber optic,No,No,89.15,Electronic check,Yes,Yes
Month-to-month,21,No,No internet service,No internet service,20.75,Mailed check,No,No
Two year,66,DSL,Yes,No,66.1,Credit card (automatic),Yes,No
Month-to-month,17,DSL,No,No,75.4,Bank transfer (automatic),Yes,No
Month-to-month,1,Fiber optic,No,No,70.45,Mailed check,Yes,Yes
One year,58,DSL,Yes,No,60.3,Credit card (automatic),No,Yes
Month-to-month,8,No,No internet service,No internet service,21.05,Credit card (automatic),No,No
One year,27,DSL,Yes,Yes,69.35,Credit card (automatic),No,No
Month-to-month,34,Fiber optic,No,No,88.85,Mailed check,No,No
One year,30,Fiber optic,No,No,97.0,Bank transfer (automatic),Yes,No
Month-to-month,33,DSL,No,No,66.4,Credit card (automatic),Yes,No
Month-to-month,1,DSL,No,No,24.75,Electronic check,No,Yes
Month-to-month,14,DSL,Yes,No,69.2,Mailed check,No,No
One year,16,Fiber optic,No,Yes,79.5,Credit card (automatic),Yes,No
Two year,49,Fiber optic,No,Yes,100.65,Credit card (automatic),No,No
Month-to-month,19,Fiber optic,No,Yes,103.3,Electronic check,No,Yes
Two year,70,DSL,Yes,Yes,79.7,Bank transfer (automatic),No,No
Month-to-month,32,DSL,Yes,Yes,61.4,Bank transfer (automatic),No,No
Month-to-month,18,Fiber optic,No,No,69.8,Electronic check,Yes,No
Two year,37,DSL,Yes,Yes,40.55,Mailed check,Yes,No
Month-to-month,4,Fiber optic,No,No,75.65,Electronic check,Yes,No
Month-to-month,16,Fiber optic,Yes,No,90.7,Electronic check,No,No
Month-to-month,17,Fiber optic,No,No,80.5,Bank transfer (automatic),Yes,No
Month-to-month,19,DSL,Yes,No,60.6,Electronic check,Yes,No
Two year,60,Fiber optic,No,No,101.15,Credit card (automatic),No,No
Two year,51,No,No internet service,No internet service,24.95,Mailed check,Yes,No
Two year,28,No,No internet service,No internet service,20.3,Credit card (automatic),Yes,No
Two year,43,DSL,No,No,60.0,Electronic check,Yes,No
Two year,42,No,No internet service,No internet service,20.25,Electronic check,No,No
Month-to-month,3,Fiber optic,No,No,78.5,Electronic check,Yes,Yes
Month-to-month,1,DSL,No,No,44.75,Mailed check,No,No
Month-to-month,3,No,No internet service,No internet service,19.85,Mailed check,No,Yes
Two year,63,Fiber optic,Yes,No,98.0,Credit card (automatic),No,No
Month-to-month,3,Fiber optic,No,No,79.9,Electronic check,Yes,Yes
Month-to-month,68,Fiber optic,Yes,Yes,107.7,Electronic check,Yes,No
Month-to-month,30,Fiber optic,No,No,99.7,Electronic check,Yes,Yes
Two year,60,Fiber optic,No,No,104.7,Electronic check,No,No
Month-to-month,15,DSL,No,Yes,58.6,Credit card (automatic),Yes,Yes
Month-to-month,45,Fiber optic,No,No,93.9,Bank transfer (automatic),Yes,No
Two year,70,DSL,Yes,Yes,86.45,Credit card (automatic),No,No
Month-to-month,10,Fiber optic,No,No,98.5,Electronic check,Yes,Yes
Month-to-month,4,No,No internet service,No internet service,19.4,Mailed check,No,No
Month-to-month,1,DSL,No,No,50.45,Mailed check,Yes,Yes
Two year,68,No,No internet service,No internet service,24.95,Credit card (automatic),Yes,No
Month-to-month,22,Fiber optic,Yes,No,75.0,Bank transfer (automatic),No,No
Month-to-month,38,Fiber optic,No,No,94.65,Electronic check,Yes,Yes
Month-to-month,1,Fiber optic,No,No,100.25,Credit card (automatic),Yes,Yes
Month-to-month,18,Fiber optic,No,Yes,78.2,Electronic check,No,No
Month-to-month,29,Fiber optic,No,Yes,94.2,Electronic check,Yes,No
Month-to-month,16,Fiber optic,No,No,88.45,Electronic check,Yes,Yes
Month-to-month,1,Fiber optic,No,No,69.85,Electronic check,Yes,Yes
Month-to-month,12,Fiber optic,Yes,No,81.7,Bank transfer (automatic),No,Yes
One year,31,DSL,No,No,50.05,Electronic check,Yes,No
Month-to-month,4,Fiber optic,No,No,79.9,Electronic check,Yes,Yes
One year,48,DSL,No,Yes,69.55,Mailed check,Yes,No
Month-to-month,15,No,No internet service,No internet service,25.4,Credit card (automatic),Yes,Yes
One year,50,Fiber optic,Yes,Yes,90.1,Credit card (automatic),Yes,No
Month-to-month,7,DSL,No,No,44.65,Bank transfer (automatic),Yes,No
Month-to-month,41,Fiber optic,Yes,No,83.75,Bank transfer (automatic),Yes,Yes
Two year,68,Fiber optic,Yes,No,80.35,Credit card (automatic),No,No
Month-to-month,26,Fiber optic,No,No,98.1,Bank transfer (automatic),Yes,No
Two year,57,DSL,No,Yes,53.35,Credit card (automatic),No,No
Month-to-month,3,No,No internet service,No internet service,19.55,Electronic check,No,No
Month-to-month,1,No,No internet service,No internet service,20.9,Mailed check,No,Yes
One year,19,DSL,Yes,No,48.95,Bank transfer (automatic),Yes,No
Month-to-month,3,DSL,No,No,54.2,Electronic check,Yes,No
Two year,59,No,No internet service,No internet service,24.45,Electronic check,No,No
Month-to-month,1,Fiber optic,No,No,69.4,Mailed check,Yes,Yes
Month-to-month,42,DSL,Yes,No,40.15,Bank transfer (automatic),Yes,No
